,user,time_unix,weight_dem,weight_rep
15397,Bernie Sanders,1466207885,0.9791834,0.020816676
15398,Bernie Sanders,1465601524,0.9997067,0.00029330375
15399,Bernie Sanders,1466102584,0.99999595,4.0280656e-06
15400,Bernie Sanders,1466087656,0.99929166,0.0007082839
15401,Bernie Sanders,1465783111,0.03486826,0.9651318
15402,Bernie Sanders,1465693325,0.20675239,0.79324764
15403,Bernie Sanders,1466184254,0.9560191,0.043980923
15404,Bernie Sanders,1465757833,0.9730355,0.026964506
15405,Bernie Sanders,1465513831,0.9998072,0.00019281272
15406,Bernie Sanders,1466179488,0.009230561,0.99076945
15407,Bernie Sanders,1465862157,0.59059733,0.40940264
15408,Bernie Sanders,1465596967,0.99997747,2.2571003e-05
15409,Bernie Sanders,1465823161,0.9047188,0.09528116
15410,Bernie Sanders,1466002323,0.15060043,0.84939957
15411,Bernie Sanders,1465852326,0.208969,0.79103094
15412,Bernie Sanders,1465845787,0.99634093,0.0036590258
15413,Bernie Sanders,1465483684,0.99998033,1.9647223e-05
15414,Bernie Sanders,1465397837,0.44190696,0.5580931
15415,Bernie Sanders,1465411266,0.9996019,0.00039816415
15416,Bernie Sanders,1466022038,0.98859966,0.011400414
15417,Bernie Sanders,1465419725,0.73252404,0.267476
15418,Bernie Sanders,1465869298,0.9998109,0.00018920223
15419,Bernie Sanders,1466124022,0.99138486,0.0086151
15420,Bernie Sanders,1465996082,0.14037097,0.85962903
15421,Bernie Sanders,1466194322,0.92451304,0.07548693
15422,Bernie Sanders,1465740483,0.99991345,8.6556e-05
15423,Bernie Sanders,1466113389,0.09540386,0.90459615
15424,Bernie Sanders,1466043325,0.23175599,0.76824397
15425,Bernie Sanders,1466188745,0.024485322,0.9755147
15426,Bernie Sanders,1465938904,0.86797476,0.13202521
15427,Bernie Sanders,1465941544,0.9295071,0.07049292
15428,Bernie Sanders,1465913248,0.10015791,0.8998421
15429,Bernie Sanders,1465939567,0.5854281,0.41457182
15430,Bernie Sanders,1465922345,0.37487817,0.62512183
15431,Bernie Sanders,1465364668,0.96893823,0.031061707
15432,Bernie Sanders,1466124573,0.015319571,0.9846805
15433,Bernie Sanders,1465354854,0.9877029,0.0122971255
15434,Bernie Sanders,1466121580,0.9869336,0.013066356
15435,Bernie Sanders,1466279301,0.999795,0.00020501102
15436,Bernie Sanders,1465591564,0.97459793,0.025402075
15437,Bernie Sanders,1466123680,0.02392491,0.9760751
15438,Bernie Sanders,1465366185,0.38513,0.61487
15439,Bernie Sanders,1466124053,0.052154314,0.9478457
15440,Bernie Sanders,1465606921,0.99944955,0.0005504067
15441,Bernie Sanders,1465435325,0.9989963,0.0010036674
15442,Bernie Sanders,1466091923,0.998019,0.0019809965
15443,Bernie Sanders,1465483614,0.60080725,0.3991927
15444,Bernie Sanders,1465575774,0.9998772,0.0001227894
15445,Bernie Sanders,1465477565,0.9999627,3.729979e-05
15446,Bernie Sanders,1465651263,0.9976228,0.0023771655
15447,Bernie Sanders,1466124409,0.3937518,0.60624814
15448,Bernie Sanders,1465596081,0.97677165,0.023228321
15449,Bernie Sanders,1466212926,0.99999964,3.7510816e-07
15450,Bernie Sanders,1465862170,0.9797957,0.020204283
15451,Bernie Sanders,1465677307,0.9998996,0.00010036445
15452,Bernie Sanders,1466022578,0.9999993,7.367156e-07
15453,Bernie Sanders,1465567302,0.6311711,0.3688289
15454,Bernie Sanders,1465366069,0.12354813,0.8764519
15455,Bernie Sanders,1466290327,0.9968599,0.0031400928
15456,Bernie Sanders,1465907945,0.9999294,7.059853e-05
15457,Bernie Sanders,1465922947,0.99477625,0.005223779
15458,Bernie Sanders,1466007722,0.43938798,0.560612
15462,Bernie Sanders,1465340832,0.17726275,0.8227373
15467,Bernie Sanders,1465338668,0.9975102,0.0024898353
15469,Bernie Sanders,1465244585,0.9998363,0.00016365731
15470,Bernie Sanders,1465257814,0.21352695,0.78647304
15478,Bernie Sanders,1465302893,0.627491,0.37250897
15481,Bernie Sanders,1465313523,0.99781394,0.0021859838
15483,Bernie Sanders,1465311367,0.9992956,0.0007043858
15488,Bernie Sanders,1465265348,0.9945517,0.005448298
15496,Bernie Sanders,1465305905,0.86250526,0.13749471
15501,Bernie Sanders,1465336114,1.0,3.2009904e-14
15502,Bernie Sanders,1465244277,0.48165694,0.51834315
15506,Bernie Sanders,1465353355,0.08034347,0.91965646
15512,Bernie Sanders,1465325347,1.0,7.46212e-12
15513,Bernie Sanders,1465327744,0.22146451,0.7785355
15517,Bernie Sanders,1465331162,0.9729868,0.0270132
15523,Bernie Sanders,1465250162,0.9925413,0.0074586305
15524,Bernie Sanders,1465309118,0.2194631,0.7805369
15535,Bernie Sanders,1465317622,0.8247551,0.17524487
15550,Bernie Sanders,1465261442,0.65126,0.34873998
15553,Bernie Sanders,1465335200,0.69634515,0.3036549
15557,Bernie Sanders,1465324148,0.9982318,0.0017681783
15558,Bernie Sanders,1465339894,0.99605966,0.003940356
18020,Martin O'Malley,1470355213,0.80533844,0.19466153
18024,Martin O'Malley,1469652065,0.01351852,0.9864814
18025,Martin O'Malley,1469715023,0.14966697,0.8503331
18028,Martin O'Malley,1470012736,0.0067452327,0.99325484
18029,Martin O'Malley,1470176979,0.10355556,0.89644444
18031,Martin O'Malley,1470274764,0.040270403,0.9597296
18033,Martin O'Malley,1469455606,0.5457222,0.45427787
18034,Martin O'Malley,1469662305,0.021501483,0.9784985
18035,Martin O'Malley,1469544223,0.26197207,0.73802793
18039,Martin O'Malley,1469662245,0.0024590564,0.99754095
18040,Martin O'Malley,1469453612,0.017625125,0.98237485
18043,Martin O'Malley,1469158988,0.13122223,0.86877775
18049,Martin O'Malley,1470773685,0.63119453,0.36880544
18050,Martin O'Malley,1470778561,0.54253167,0.4574683
18053,Martin O'Malley,1469979902,0.035063185,0.96493685
18054,Martin O'Malley,1469554877,0.10264219,0.8973579
18056,Martin O'Malley,1469662357,0.6337084,0.36629158
18064,Martin O'Malley,1469662259,0.8672718,0.1327282
18065,Martin O'Malley,1469986566,0.6643773,0.33562276
18070,Martin O'Malley,1469156419,0.84699523,0.15300477
18077,Martin O'Malley,1469155748,0.68195695,0.31804308
18078,Martin O'Malley,1469979905,0.13635392,0.86364603
18082,Martin O'Malley,1469665272,0.9999869,1.3158104e-05
18085,Martin O'Malley,1469544209,0.24017112,0.75982887
18087,Martin O'Malley,1470836271,0.50453997,0.49545997
18088,Martin O'Malley,1469664997,0.9468003,0.05319967
18094,Martin O'Malley,1469156631,0.508067,0.491933
18095,Martin O'Malley,1469156776,0.018242257,0.9817577
18096,Martin O'Malley,1469766515,0.20889288,0.7911071
18098,Martin O'Malley,1469732777,0.016501442,0.9834985
18106,Martin O'Malley,1469662321,0.99656516,0.0034348886
18108,Martin O'Malley,1469499958,0.005745881,0.9942542
18109,Martin O'Malley,1469665072,0.2856207,0.7143794
18112,Martin O'Malley,1470781862,0.9440586,0.055941395
18113,Martin O'Malley,1469662340,0.019898491,0.98010147
18114,Martin O'Malley,1469154513,0.12203447,0.87796557
18116,Martin O'Malley,1466205641,0.8789648,0.12103524
18118,Martin O'Malley,1467298895,0.7276063,0.2723937
18119,Martin O'Malley,1466802360,0.08878468,0.9112153
18121,Martin O'Malley,1466891791,0.67084277,0.32915723
18122,Martin O'Malley,1468810643,0.08887855,0.9111215
18123,Martin O'Malley,1469123090,0.96587765,0.03412236
18124,Martin O'Malley,1468681332,0.009141475,0.9908585
18125,Martin O'Malley,1467925069,0.24704696,0.75295305
18127,Martin O'Malley,1469155188,0.068403356,0.9315967
18128,Martin O'Malley,1466822220,0.7578023,0.24219765
18130,Martin O'Malley,1465499361,0.8002587,0.1997413
18131,Martin O'Malley,1466027062,0.14785771,0.8521423
18133,Martin O'Malley,1468512390,0.056693174,0.94330686
18134,Martin O'Malley,1467219445,0.21369426,0.7863058
18135,Martin O'Malley,1466950573,0.66311187,0.3368881
18136,Martin O'Malley,1468596928,0.30509213,0.69490784
18137,Martin O'Malley,1466793359,0.36963302,0.630367
18140,Martin O'Malley,1467338665,0.84435934,0.15564068
18141,Martin O'Malley,1465263575,0.13632917,0.86367077
18142,Martin O'Malley,1466701768,0.9680139,0.03198609
18143,Martin O'Malley,1466822118,0.672666,0.32733396
18144,Martin O'Malley,1468846853,0.008868328,0.9911316
18145,Martin O'Malley,1468377053,0.9979486,0.002051411
18147,Martin O'Malley,1465499968,0.4379839,0.56201607
18149,Martin O'Malley,1466026942,0.7091321,0.29086787
18154,Martin O'Malley,1465753834,0.40283442,0.5971656
18159,Martin O'Malley,1468680813,0.14601523,0.8539848
18162,Martin O'Malley,1466946457,0.21533746,0.7846625
18164,Martin O'Malley,1466865607,0.25493744,0.7450625
18165,Martin O'Malley,1468361742,0.8600502,0.1399498
18166,Martin O'Malley,1468714086,0.7088204,0.2911796
18167,Martin O'Malley,1467331105,0.63210636,0.36789358
18168,Martin O'Malley,1469063995,0.47987077,0.52012926
18169,Martin O'Malley,1466723263,0.8340771,0.16592288
18170,Martin O'Malley,1467950954,0.5740018,0.4259982
18171,Martin O'Malley,1468710792,0.84569514,0.1543049
18172,Martin O'Malley,1467848720,0.24179284,0.75820714
18173,Martin O'Malley,1467221483,0.98279506,0.017204931
18174,Martin O'Malley,1465499431,0.22326258,0.7767374
18181,Martin O'Malley,1466948296,0.47358504,0.52641493
18182,Martin O'Malley,1467042711,0.056510646,0.9434893
18184,Martin O'Malley,1468545643,0.8788324,0.12116762
18185,Martin O'Malley,1469100222,0.04638536,0.9536147
18186,Martin O'Malley,1468710810,0.097421214,0.90257883
18190,Martin O'Malley,1466822021,0.003298131,0.9967019
18191,Martin O'Malley,1467893812,0.9065308,0.09346921
18192,Martin O'Malley,1465499133,0.012689235,0.98731077
18193,Martin O'Malley,1466727916,0.23354167,0.7664584
18196,Martin O'Malley,1468680838,0.9990231,0.0009769147
18197,Martin O'Malley,1468328689,0.14785479,0.85214525
18199,Martin O'Malley,1467925000,0.9202788,0.07972123
18210,Martin O'Malley,1467985933,0.92279166,0.07720836
18392,Hillary Clinton,1470865700,0.5034178,0.49658218
18393,Hillary Clinton,1470857336,0.9621105,0.037889488
18394,Hillary Clinton,1470857776,0.3002949,0.69970506
18395,Hillary Clinton,1470858006,0.99751854,0.0024815167
18396,Hillary Clinton,1470696201,0.9978289,0.002171065
18397,Hillary Clinton,1470685837,0.40735525,0.59264475
18398,Hillary Clinton,1470848497,0.79534507,0.20465492
18399,Hillary Clinton,1470685528,0.85569793,0.14430204
18400,Hillary Clinton,1470864459,0.088075384,0.91192454
18401,Hillary Clinton,1470688214,0.2159756,0.7840244
18402,Hillary Clinton,1470840495,0.1699361,0.8300639
18403,Hillary Clinton,1470709367,0.9565275,0.04347256
18404,Hillary Clinton,1470857615,0.66368014,0.33631983
18405,Hillary Clinton,1470770009,0.9244965,0.075503536
18406,Hillary Clinton,1470788292,0.09082263,0.9091774
18407,Hillary Clinton,1470684933,0.9999362,6.3790685e-05
18408,Hillary Clinton,1470857845,0.051951587,0.9480484
18409,Hillary Clinton,1470779088,0.65534616,0.3446538
18410,Hillary Clinton,1470865103,0.22105603,0.77894396
18411,Hillary Clinton,1470858212,0.99960095,0.00039907842
18412,Hillary Clinton,1470686164,0.8032143,0.19678569
18413,Hillary Clinton,1470763695,0.98184514,0.018154906
18414,Hillary Clinton,1470858042,0.9791195,0.020880522
18415,Hillary Clinton,1470691914,0.016917292,0.98308265
18416,Hillary Clinton,1470863222,0.99457425,0.0054257903
18417,Hillary Clinton,1470685775,0.09364351,0.90635645
18418,Hillary Clinton,1470686071,0.8059285,0.19407146
18419,Hillary Clinton,1470852072,0.9836047,0.016395248
18420,Hillary Clinton,1470756006,0.15821022,0.8417898
18421,Hillary Clinton,1470695866,0.8513244,0.14867565
18422,Hillary Clinton,1470784849,0.16655752,0.8334425
18423,Hillary Clinton,1470691934,0.06336773,0.9366323
18424,Hillary Clinton,1470752618,0.5885873,0.41141275
18425,Hillary Clinton,1470858598,0.39559403,0.604406
18426,Hillary Clinton,1470863782,0.9751627,0.02483727
18427,Hillary Clinton,1470773031,0.22501728,0.7749827
18428,Hillary Clinton,1470260759,0.99999976,2.6950917e-07
18429,Hillary Clinton,1470601062,0.25558192,0.7444181
18430,Hillary Clinton,1470346695,0.49037784,0.5096221
18431,Hillary Clinton,1470260845,0.9579247,0.042075295
18432,Hillary Clinton,1470355200,0.9770872,0.022912797
18433,Hillary Clinton,1470191403,0.46701312,0.5329869
18434,Hillary Clinton,1470334437,0.2245381,0.7754619
18435,Hillary Clinton,1470348334,0.15862985,0.8413701
18436,Hillary Clinton,1470424937,0.023885962,0.97611403
18437,Hillary Clinton,1470590840,0.0516973,0.9483027
18438,Hillary Clinton,1470673344,0.0052529527,0.994747
18439,Hillary Clinton,1470681952,0.88571984,0.11428025
18440,Hillary Clinton,1470415371,0.9966273,0.0033726718
18441,Hillary Clinton,1470519426,0.96827155,0.031728394
18442,Hillary Clinton,1470575408,0.0036877738,0.9963122
18443,Hillary Clinton,1470592289,0.110232785,0.8897672
18444,Hillary Clinton,1470427222,0.49545863,0.50454134
18445,Hillary Clinton,1470412199,0.31929734,0.6807027
18446,Hillary Clinton,1470440471,0.6333977,0.3666022
18447,Hillary Clinton,1470671459,0.8349255,0.16507454
18448,Hillary Clinton,1470366686,0.4053743,0.5946257
18449,Hillary Clinton,1470415674,0.927563,0.07243696
18450,Hillary Clinton,1470347757,0.508547,0.49145296
18451,Hillary Clinton,1470617904,0.04479907,0.9552009
18452,Hillary Clinton,1470344819,0.95800525,0.041994732
18453,Hillary Clinton,1470521573,0.80532575,0.19467424
18454,Hillary Clinton,1470257938,0.6423478,0.35765222
18455,Hillary Clinton,1470229405,0.8314706,0.16852944
18456,Hillary Clinton,1470269287,0.9918188,0.008181198
18457,Hillary Clinton,1470232448,0.7148012,0.28519878
18458,Hillary Clinton,1470499953,0.49500188,0.5049981
18459,Hillary Clinton,1470323764,0.40462995,0.59537005
18460,Hillary Clinton,1470676625,0.9580711,0.04192893
18461,Hillary Clinton,1470514174,0.5930332,0.40696684
18462,Hillary Clinton,1470669271,0.25766975,0.74233025
18463,Hillary Clinton,1470261094,0.9999939,6.041066e-06
18464,Hillary Clinton,1470599586,0.5635122,0.43648782
18465,Hillary Clinton,1470528176,0.63199884,0.36800116
18466,Hillary Clinton,1470517142,0.21664087,0.78335917
18467,Hillary Clinton,1470596014,0.99585813,0.0041419123
18468,Hillary Clinton,1470319050,0.017327508,0.98267245
18469,Hillary Clinton,1470260449,0.99999964,3.8634826e-07
18470,Hillary Clinton,1470171825,0.2712645,0.7287355
18471,Hillary Clinton,1470416169,1.0,7.246522e-16
18472,Hillary Clinton,1470415631,0.8905334,0.10946659
18473,Hillary Clinton,1470664838,0.37931687,0.62068313
18474,Hillary Clinton,1470609044,0.62322366,0.3767763
18475,Hillary Clinton,1470524228,0.12222123,0.87777877
18476,Hillary Clinton,1470671000,0.84421456,0.15578547
18477,Hillary Clinton,1470508867,0.07682116,0.9231789
18478,Hillary Clinton,1470415765,0.42070472,0.5792953
18479,Hillary Clinton,1470678647,0.69617516,0.3038248
18480,Hillary Clinton,1470431282,0.9999981,1.955451e-06
18481,Hillary Clinton,1470410747,0.02808617,0.9719139
18482,Hillary Clinton,1470255537,0.92883694,0.071163
18483,Hillary Clinton,1470336444,0.036975857,0.9630242
18484,Hillary Clinton,1470590155,0.9900664,0.009933539
18485,Hillary Clinton,1470414282,0.96659887,0.03340118
18486,Hillary Clinton,1470245549,0.8772472,0.12275283
18487,Hillary Clinton,1470625772,0.04219829,0.95780164
18488,Hillary Clinton,1470510754,0.070483215,0.92951673
18489,Hillary Clinton,1470441912,0.99734074,0.0026592668
18490,Hillary Clinton,1470415300,0.99978215,0.0002178109
18491,Hillary Clinton,1470315351,0.0797874,0.92021257
18492,Hillary Clinton,1470415699,0.9999999,1.2337382e-07
18493,Hillary Clinton,1470401431,0.45802534,0.5419746
18494,Hillary Clinton,1470582045,0.7835367,0.21646331
18495,Hillary Clinton,1470175060,0.38461715,0.61538285
18496,Hillary Clinton,1470415156,0.999951,4.8999675e-05
18497,Hillary Clinton,1470342197,0.8172958,0.18270417
18498,Hillary Clinton,1470607018,0.1349462,0.8650538
18499,Hillary Clinton,1470587753,0.99837804,0.0016219768
18500,Hillary Clinton,1470658527,0.7887882,0.21121182
18501,Hillary Clinton,1470174056,0.1619494,0.83805054
18502,Hillary Clinton,1470674235,0.9950641,0.0049359216
18503,Hillary Clinton,1470250724,0.9168169,0.08318305
18504,Hillary Clinton,1470509986,0.81912154,0.18087845
18505,Hillary Clinton,1470260981,0.95165837,0.048341587
18506,Hillary Clinton,1470623463,0.13842946,0.8615706
18507,Hillary Clinton,1470420203,0.9408717,0.059128284
18508,Hillary Clinton,1470172660,0.9944501,0.0055498956
18509,Hillary Clinton,1470347590,0.06461036,0.93538964
18510,Hillary Clinton,1470683566,0.9722683,0.027731784
18511,Hillary Clinton,1470579222,0.7822411,0.21775888
18512,Hillary Clinton,1470235112,0.9990797,0.00092026935
18513,Hillary Clinton,1470421762,0.18585248,0.81414753
18514,Hillary Clinton,1470183433,0.59653133,0.40346867
18515,Hillary Clinton,1470415565,0.96133125,0.038668774
18516,Hillary Clinton,1470342135,0.13035333,0.86964667
18517,Hillary Clinton,1470415056,0.4136368,0.5863632
18518,Hillary Clinton,1470260669,0.09633637,0.9036636
18519,Hillary Clinton,1470598323,0.98089886,0.019101143
18520,Hillary Clinton,1470260923,0.0070295464,0.9929704
18521,Hillary Clinton,1470436384,0.20102376,0.79897624
18522,Hillary Clinton,1470499514,0.010748499,0.98925143
18523,Hillary Clinton,1470342264,0.9955291,0.004470839
18524,Hillary Clinton,1470494260,0.9684267,0.03157326
18525,Hillary Clinton,1470327798,0.9999038,9.6245574e-05
18526,Hillary Clinton,1470417163,0.90837884,0.091621146
18527,Hillary Clinton,1469762650,0.9999993,7.371724e-07
18528,Hillary Clinton,1470167522,0.23232794,0.7676721
18529,Hillary Clinton,1469980935,0.9217554,0.078244686
18530,Hillary Clinton,1469906501,0.9696536,0.030346392
18531,Hillary Clinton,1469762605,0.9999939,6.106485e-06
18532,Hillary Clinton,1470148324,0.03633188,0.96366817
18533,Hillary Clinton,1469909476,0.99962056,0.0003794513
18534,Hillary Clinton,1469910002,0.99917597,0.00082401006
18535,Hillary Clinton,1469995046,0.97571474,0.024285248
18536,Hillary Clinton,1470068502,0.58985376,0.41014627
18537,Hillary Clinton,1469761773,0.99999964,3.5246558e-07
18538,Hillary Clinton,1469909227,0.99999607,3.8953585e-06
18539,Hillary Clinton,1469991338,0.018675305,0.98132473
18540,Hillary Clinton,1470154185,0.29061824,0.70938176
18541,Hillary Clinton,1469761592,0.99999917,7.8183695e-07
18542,Hillary Clinton,1469887338,0.64655316,0.35344678
18543,Hillary Clinton,1469812840,0.98184264,0.018157398
18544,Hillary Clinton,1469761617,0.99999595,4.055123e-06
18545,Hillary Clinton,1469814313,0.99999464,5.396997e-06
18546,Hillary Clinton,1469763034,0.97829103,0.02170892
18547,Hillary Clinton,1469910222,0.6048016,0.39519835
18548,Hillary Clinton,1469762449,0.207814,0.792186
18549,Hillary Clinton,1469804279,0.024033315,0.97596663
18550,Hillary Clinton,1469811039,0.94795215,0.05204777
18551,Hillary Clinton,1470140478,0.022326274,0.97767377
18552,Hillary Clinton,1470086873,0.15093814,0.84906185
18553,Hillary Clinton,1469992321,0.97726226,0.022737788
18554,Hillary Clinton,1469813973,0.9999995,4.809475e-07
18555,Hillary Clinton,1470057029,0.9690335,0.030966468
18556,Hillary Clinton,1469762248,0.9902532,0.009746841
18557,Hillary Clinton,1470090345,0.0264482,0.9735518
18558,Hillary Clinton,1469762871,0.35062525,0.6493748
18559,Hillary Clinton,1470103317,0.99661726,0.0033828155
18560,Hillary Clinton,1469910417,0.13366131,0.8663386
18561,Hillary Clinton,1469762280,0.07137448,0.9286255
18562,Hillary Clinton,1469988047,0.8216903,0.1783096
18563,Hillary Clinton,1469763267,0.9500571,0.04994285
18564,Hillary Clinton,1469762174,0.109377675,0.8906223
18565,Hillary Clinton,1469762628,0.9691994,0.030800547
18566,Hillary Clinton,1470064430,0.5889227,0.41107735
18567,Hillary Clinton,1469831504,0.9756457,0.024354236
18568,Hillary Clinton,1469761907,0.54248536,0.4575147
18569,Hillary Clinton,1470061276,0.45161355,0.5483865
18570,Hillary Clinton,1469833633,0.094994806,0.90500516
18571,Hillary Clinton,1469762699,1.0,8.759117e-12
18572,Hillary Clinton,1470150436,0.91743034,0.08256959
18573,Hillary Clinton,1470070198,0.015115629,0.9848844
18574,Hillary Clinton,1469813574,0.00015181933,0.9998481
18575,Hillary Clinton,1470000790,0.90891445,0.09108555
18576,Hillary Clinton,1470013318,0.99028337,0.009716691
18577,Hillary Clinton,1470153401,0.035307012,0.96469295
18578,Hillary Clinton,1469925632,0.20791742,0.7920826
18579,Hillary Clinton,1469909820,0.16030478,0.8396952
18580,Hillary Clinton,1469909372,0.9621734,0.03782661
18581,Hillary Clinton,1469822539,0.9977216,0.0022783678
18582,Hillary Clinton,1470080936,0.08730174,0.91269827
18583,Hillary Clinton,1470162391,0.29115847,0.70884156
18584,Hillary Clinton,1469762668,0.9518613,0.04813873
18585,Hillary Clinton,1469764040,0.20673598,0.793264
18586,Hillary Clinton,1469762819,0.07618679,0.92381316
18587,Hillary Clinton,1469766586,0.49572536,0.50427467
18588,Hillary Clinton,1469895037,0.42189607,0.578104
18589,Hillary Clinton,1469909590,0.015143048,0.98485696
18590,Hillary Clinton,1469761807,0.9999827,1.7249378e-05
18591,Hillary Clinton,1469764803,0.9559982,0.044001777
18592,Hillary Clinton,1469928406,0.37147564,0.62852436
18593,Hillary Clinton,1470078807,0.0114074545,0.9885925
18594,Hillary Clinton,1469900701,0.24040833,0.75959164
18595,Hillary Clinton,1469762788,0.92912215,0.07087785
18596,Hillary Clinton,1469762017,0.999979,2.0982738e-05
18597,Hillary Clinton,1469917888,0.055601787,0.9443982
18598,Hillary Clinton,1470016823,0.9640044,0.03599562
18599,Hillary Clinton,1469908405,0.34014115,0.6598588
18600,Hillary Clinton,1469761703,0.9999795,2.0546431e-05
18601,Hillary Clinton,1469934045,0.07954151,0.92045856
18602,Hillary Clinton,1470006632,0.06586073,0.93413925
18603,Hillary Clinton,1470074832,0.99917656,0.00082344806
18604,Hillary Clinton,1469837957,0.8647149,0.13528512
18605,Hillary Clinton,1469974644,0.9948597,0.005140284
18606,Hillary Clinton,1469902590,0.9740838,0.025916198
18607,Hillary Clinton,1470159824,0.004497707,0.9955023
18608,Hillary Clinton,1470080051,0.956568,0.043431938
18609,Hillary Clinton,1469762505,0.17597395,0.82402605
18610,Hillary Clinton,1469762077,0.9999994,5.384779e-07
18611,Hillary Clinton,1469762129,0.99978775,0.00021225902
18612,Hillary Clinton,1469761996,0.039422665,0.96057725
18613,Hillary Clinton,1469813671,0.24919058,0.7508095
18614,Hillary Clinton,1469761947,0.9999895,1.0545984e-05
18615,Hillary Clinton,1469844717,0.96756613,0.032433853
18616,Hillary Clinton,1469761808,0.999985,1.5019275e-05
18617,Hillary Clinton,1470158505,0.26126587,0.7387341
18618,Hillary Clinton,1469910873,0.07348327,0.9265167
18619,Hillary Clinton,1470100643,0.97683287,0.02316715
18620,Hillary Clinton,1469813727,0.9998517,0.00014829422
18621,Hillary Clinton,1469762367,0.99803454,0.001965519
18622,Hillary Clinton,1469820146,0.4520059,0.54799414
18623,Hillary Clinton,1470151947,0.9953076,0.0046924204
18624,Hillary Clinton,1470096123,0.045654874,0.95434517
18625,Hillary Clinton,1469762303,0.9981604,0.0018396054
18626,Hillary Clinton,1469890485,0.17131059,0.8286894
18627,Hillary Clinton,1469760188,0.44344515,0.55655485
18628,Hillary Clinton,1469759540,0.99999404,5.9742524e-06
18629,Hillary Clinton,1469758822,0.913689,0.08631101
18630,Hillary Clinton,1469760398,0.9991041,0.00089594047
18631,Hillary Clinton,1469760226,0.9688895,0.031110555
18632,Hillary Clinton,1469732810,0.9539563,0.04604375
18633,Hillary Clinton,1469758484,0.99999964,3.2964e-07
18634,Hillary Clinton,1469760304,0.9999945,5.429401e-06
18635,Hillary Clinton,1469757002,0.9991722,0.0008278117
18636,Hillary Clinton,1469761195,0.80430865,0.19569138
18637,Hillary Clinton,1469760693,0.99172336,0.008276613
18638,Hillary Clinton,1469675357,0.99993575,6.427282e-05
18639,Hillary Clinton,1469754862,0.6289596,0.37104043
18640,Hillary Clinton,1469676300,0.06599647,0.93400353
18641,Hillary Clinton,1469759629,0.9993579,0.0006421075
18642,Hillary Clinton,1469760665,0.9999933,6.7083024e-06
18643,Hillary Clinton,1469759952,0.99992037,7.966564e-05
18644,Hillary Clinton,1469759788,0.99999774,2.2332283e-06
18645,Hillary Clinton,1469753024,0.27937633,0.7206236
18646,Hillary Clinton,1469759485,0.98928577,0.010714264
18647,Hillary Clinton,1469678320,0.031006232,0.9689938
18648,Hillary Clinton,1469761349,0.999949,5.10404e-05
18649,Hillary Clinton,1469676352,0.9999769,2.3129262e-05
18650,Hillary Clinton,1469675604,0.987341,0.012658987
18651,Hillary Clinton,1469724354,0.39944258,0.6005574
18652,Hillary Clinton,1469761250,0.99999106,8.905523e-06
18653,Hillary Clinton,1469748219,0.9983015,0.0016984902
18654,Hillary Clinton,1469675560,0.99999917,7.7847403e-07
18655,Hillary Clinton,1469758279,0.9999858,1.4160256e-05
18656,Hillary Clinton,1469758543,0.6115312,0.38846886
18657,Hillary Clinton,1469676473,0.9999795,2.0458892e-05
18658,Hillary Clinton,1469675497,0.00043225547,0.9995677
18659,Hillary Clinton,1469675699,0.9690985,0.030901512
18660,Hillary Clinton,1469757789,0.9494933,0.050506677
18661,Hillary Clinton,1469760086,0.9935749,0.0064250333
18662,Hillary Clinton,1469761421,0.99999845,1.5118096e-06
18663,Hillary Clinton,1469757914,0.9999728,2.7125041e-05
18664,Hillary Clinton,1469676326,0.9989177,0.0010823415
18665,Hillary Clinton,1469675475,0.95271695,0.04728304
18666,Hillary Clinton,1469744566,0.18275559,0.81724435
18667,Hillary Clinton,1469761278,0.0019552275,0.9980447
18668,Hillary Clinton,1469676110,0.9999715,2.8456216e-05
18669,Hillary Clinton,1469755688,0.9845883,0.015411667
18670,Hillary Clinton,1469676141,0.99276114,0.0072388505
18671,Hillary Clinton,1469761340,0.9269999,0.07300004
18672,Hillary Clinton,1469760013,0.9997992,0.00020082295
18673,Hillary Clinton,1469760041,0.6663559,0.33364403
18674,Hillary Clinton,1469675776,0.9694447,0.030555313
18675,Hillary Clinton,1469759590,0.029325178,0.9706749
18676,Hillary Clinton,1469746750,0.011166411,0.98883367
18677,Hillary Clinton,1469677441,0.21126841,0.78873163
18678,Hillary Clinton,1469758381,0.99993694,6.306378e-05
18679,Hillary Clinton,1469676080,0.3024323,0.69756776
18680,Hillary Clinton,1469711604,0.70729584,0.2927042
18681,Hillary Clinton,1469744404,0.99533963,0.0046603405
18682,Hillary Clinton,1469761473,0.99999213,7.915346e-06
18683,Hillary Clinton,1469760566,0.9981908,0.0018092016
18684,Hillary Clinton,1469748142,0.95680207,0.043197915
18685,Hillary Clinton,1469759739,1.0,5.8143556e-08
18686,Hillary Clinton,1469761447,0.9999999,1.379391e-07
18687,Hillary Clinton,1469747013,0.3971016,0.6028984
18688,Hillary Clinton,1469761406,0.99613744,0.003862558
18689,Hillary Clinton,1469757880,0.38560015,0.61439985
18690,Hillary Clinton,1469761079,0.9966943,0.0033056727
18691,Hillary Clinton,1469676581,0.996846,0.0031539085
18692,Hillary Clinton,1469675798,0.055393107,0.9446069
18693,Hillary Clinton,1469676557,0.01775249,0.98224753
18694,Hillary Clinton,1469754567,0.75539535,0.24460462
18695,Hillary Clinton,1469677329,0.8941258,0.10587419
